frequencies
63.357142857142854
58
91.57142857142857
31.928571428571427
93.64285714285714
92.5
63.357142857142854
57.214285714285715
85.21428571428571
33.857142857142854
109.71428571428571
78.07142857142857
49.5
75.57142857142857
102.78571428571429
39.5
47.42857142857143
81.35714285714286
25.071428571428573
22.785714285714285
107.57142857142857
19
82.35714285714286
104.14285714285714
103.35714285714286
112.57142857142857
115.64285714285714
107.28571428571429
111.71428571428571
73.14285714285714
