frequencies
21.25
48.5
37
57.333333333333336
33.916666666666664
34.833333333333336
40.833333333333336
113.25
99.5
5.5
87.33333333333333
95.25
117.25
120.75
123.16666666666667
106.25
84.41666666666667
92.91666666666667
91.58333333333333
132.83333333333334
130.58333333333334
144.08333333333334
146.66666666666666
142.91666666666666
113.16666666666667
135.66666666666666
72.08333333333333
29
5.666666666666667
1.1666666666666667
